year,selling_price,is_diesel,owner,is_automatic,km_driven,seats,mileage (kmpl),max_horse_power,is_individual_seller,engine_capacity_(cc)
2015,345000,1,1,0,60000,5,24,70,1,1120
2006,282000,1,4,0,128000,7,12.6,112,1,1991
2016,600000,1,2,0,147000,5,26.59,74,1,1248
2012,220000,1,2,0,100000,5,20,68,1,1399
2011,350000,1,3,0,90000,5,23,90,1,1396
2016,520000,0,1,0,20000,5,20.4,81.8,1,1197
2019,5400000,1,1,1,7500,5,16.78,190,-1,1995
2013,240000,1,1,0,100000,5,20,68.1,1,1399
2015,300000,0,1,0,20000,5,23.95,67.05,1,998
2017,800000,1,1,0,39000,5,22.54,88.73,1,1396
2019,1450000,1,1,0,10000,7,17.3,121,1,1497
2019,950000,1,1,0,17000,5,20,115,1,1497
2014,185000,0,1,0,10300,5,22.74,47.3,1,796
2015,700000,1,1,0,20000,5,20.4,91.7,1,1248
2000,65000,0,3,0,100000,4,16.1,37,1,796
2012,700000,1,1,0,50000,8,12.2,112,1,2498
2015,680000,1,1,0,90000,7,15.4,75,1,2523
2013,429000,0,2,0,49102,5,18.88,123.37,-1,999
2019,490000,0,1,0,10000,5,20.52,81.8,1,1197
2015,335000,0,1,0,120000,5,20.51,67.04,1,998
2015,409999,1,1,0,60000,5,25.8,98.6,1,1498
2007,65000,0,3,0,70000,5,15,66.6,1,1086
2016,950000,1,3,1,75000,7,16,140,1,2179
2012,520000,1,4,0,162000,7,12.8,102,1,2494
2018,950000,1,1,0,80000,5,23,98.96,1,1498
2015,480000,1,3,0,60000,5,20.45,83.8,1,1461
2018,1576000,1,1,0,70000,7,13.68,147.8,1,2393
2016,700000,1,2,0,110000,5,24.3,88.5,1,1248
2017,850000,1,1,0,60000,5,22.77,98.59,1,1498
2016,650000,1,2,0,60000,7,14.1,148,1,2179
2012,350000,1,4,0,120000,8,14,112,1,2498
2010,200000,1,2,0,190000,5,17.8,75,1,1248
2009,170000,1,1,0,55768,5,17,71,1,1405
2017,600000,1,1,0,56000,5,27.39,74,1,1248
2017,350000,0,1,0,35000,7,15.37,73,1,1196
2016,350000,0,2,0,65300,5,18.9,82,1,1197
2015,600000,1,1,0,67303,5,20.45,83.8,-1,1461
2011,600000,0,1,1,43000,5,13.4,135.1,-1,1997
2017,610000,1,1,0,49000,5,28.4,74,1,1248
2013,625000,1,3,0,160000,7,20.77,88.76,1,1248
2016,275000,0,1,0,38000,5,24.7,47.3,-1,796
2016,290000,0,1,0,10000,5,25.17,53.3,1,799
2013,380000,1,1,0,57000,5,22.9,74,1,1248
2014,250000,0,2,0,40000,5,22.74,47.3,1,796
2019,779000,0,1,1,7032,5,19,88.76,-1,1199
2018,1050000,1,1,0,70000,5,21.38,88.7,1,1396
2020,450000,0,1,0,10000,5,19.02,67.05,1,1198
2012,300000,1,2,0,70000,5,20,68,1,1399
2017,650000,1,2,0,40000,7,18.2,73.74,1,1248
2019,800000,1,1,0,10000,5,27.4,98.63,1,1498
2019,5500000,1,1,1,8500,5,16.78,190,-1,1995
2012,145000,0,1,0,120000,5,18.6,79.4,1,1199
2018,560000,0,1,0,14495,5,18.78,75,-1,999
2011,250000,0,2,0,110000,5,15,90,1,1368
2017,600000,1,1,0,50000,5,22.95,74,1,1248
2014,250000,0,1,0,40000,5,19,66.1,1,998
2017,625000,1,1,0,70000,5,23.4,74,-1,1248
2015,610000,0,1,0,30000,5,18.7,88.7,-1,1199
2014,535000,1,3,0,70000,5,22.32,126.32,1,1582
2017,2600000,1,1,1,44000,5,22.69,190,-1,1995
2015,503000,1,1,0,110000,7,14.1,147.94,1,2179
2009,190000,0,3,0,90000,5,17.5,85.8,1,1298
2009,350000,0,1,0,35000,5,17,118,1,1497
2013,520000,1,2,0,109000,5,19.64,108.45,1,1461
2017,530000,0,2,0,30000,5,21.4,83.1,1,1197
2016,1350000,0,1,1,74000,5,13.7,153.86,-1,1997
2018,800000,1,2,0,70000,7,18.49,100,1,1493
2010,225000,1,3,0,64000,5,21.1,73.9,1,1248
2013,400000,1,1,0,70000,5,22.9,74,1,1248
2011,300000,0,1,0,110000,5,17.6,88.73,1,1496
2018,450000,1,1,0,48000,5,25.4,73.97,1,1186
2012,700000,1,2,1,50000,7,12.12,184,1,2231
2011,175000,0,1,0,50000,5,19.7,46.3,1,796
2020,7200000,1,1,1,5000,7,13.38,265,1,2993
2017,625000,0,1,0,25538,5,16.78,88.73,-1,1496
2017,335000,0,1,0,25000,5,23.95,67.05,1,998
2017,700000,0,1,0,15000,5,17.5,88.7,1,1199
2017,350000,0,1,0,40000,5,23.95,67.05,1,998
2011,225000,0,1,0,35000,5,15,90,1,1368
2018,700000,0,1,0,13000,5,21.4,83.1,1,1197
2013,250000,1,3,0,90000,5,25.8,98.6,1,1498
2010,231000,0,3,0,80000,5,17.5,85.8,1,1298
2007,750000,1,2,1,60000,5,14.49,258,1,2993
2018,575000,0,1,0,10000,5,20.89,81.8,1,1197
2014,980000,1,2,0,120000,7,15.1,140,1,2179
2014,530000,1,2,0,80000,5,23.4,74,1,1248
2017,450000,1,1,0,56290,5,24,73.97,-1,1186
2017,650000,1,1,0,120000,7,16.5,70,1,1493
2014,390000,0,3,0,64000,5,15.04,103.2,1,1598
2016,550000,0,1,0,56494,5,18.2,88.7,-1,1199
2017,3200000,1,1,1,45000,5,19.33,177,-1,1999
2011,125000,1,2,0,85000,5,18,75,1,1248
2016,250000,0,1,0,22000,5,25.17,53.3,1,799
2012,415000,1,1,0,108000,5,23.4,74,1,1248
2018,1050000,1,1,0,70000,5,21.38,88.7,1,1396
2014,750000,1,1,0,50000,7,12.99,100.6,1,2494
2013,220000,0,1,0,80000,5,17.92,62.1,1,1086
2019,779000,0,1,1,7032,5,19,88.76,-1,1199
2018,1150000,1,1,0,29000,7,15.1,152.87,1,2179
2015,600000,1,2,0,120000,5,26.21,88.5,1,1248
2015,600000,1,1,0,60000,7,13.93,138.03,1,2179
2015,480000,1,1,0,87847,5,28.4,74,-1,1248
2014,325000,0,1,1,65204,5,23.1,67.04,-1,998
2014,550000,1,2,0,50000,7,20.77,88.76,1,1248
2014,680000,1,2,0,64000,7,20.77,88.8,1,1248
2007,150000,0,3,0,70000,5,18.2,64,1,1061
2015,300000,0,2,1,71717,5,19.34,76,1,1198
2015,465000,0,1,1,63063,5,18.9,82,-1,1197
2016,630000,1,1,0,101000,6,16.55,105,1,2498
2018,600000,0,1,0,25000,5,21.21,81.8,1,1197
2019,5150000,0,1,1,20000,5,22.37,214.56,-1,2487
2017,385000,1,1,0,155000,5,25,69.01,1,1396
2013,525000,1,1,0,110000,5,23.4,74,1,1248
2016,2000000,0,1,1,68089,5,19.16,157.7,-1,2494
2009,200000,0,1,0,30000,5,16.5,63,1,995
2012,369000,0,1,0,56246,5,18.6,85.8,-1,1197
2016,315000,0,1,0,51500,5,25.17,53.3,1,799
2014,565000,0,2,0,56000,5,17.4,117.3,1,1497
2015,1050000,1,1,0,65000,7,15.1,140,1,2179
2017,550000,0,1,0,23456,5,18.9,82,-1,1197
2014,280000,1,2,0,60000,5,23,88.7,1,1248
2015,350000,0,1,0,20000,5,19.81,68.05,1,1086
2017,720000,1,1,0,80000,7,24.52,88.5,1,1248
2019,667000,0,1,0,7500,5,18.6,81.86,1,1197
2018,1200000,0,1,0,27000,5,15.8,121.3,1,1591
2008,65000,1,2,0,110000,5,17.2,53.5,1,1396
2011,550000,1,2,0,80000,9,12.05,120,1,2179
2010,45000,0,4,0,30400,4,26,35,1,624
2014,684000,1,2,0,60000,7,20.77,88.8,1,1248
2016,645000,0,1,1,11000,5,14.3,103.5,-1,1598
2018,260000,0,1,0,30000,8,16.8,34.2,1,796
2016,1525000,1,2,1,42163,7,11.36,171.5,-1,2755
2017,625000,1,1,0,72000,7,13.93,138.03,1,2179
2011,340000,1,2,0,100000,7,13.6,63,1,2523
2010,300000,1,1,0,60000,5,21.43,87.2,1,1364
2014,509999,1,2,0,70000,7,15.96,62.1,1,2523
2007,125000,0,1,0,50000,5,15.3,65.3,1,1193
2018,1050000,1,1,0,18000,5,19.6,108.45,-1,1461
2012,340000,1,1,0,110000,5,19.3,73.9,1,1248
2015,500000,0,1,0,117000,5,20.85,83.14,1,1197
2017,250000,0,1,0,50000,5,21.1,55.2,1,814
2017,800000,1,1,0,70000,7,24.52,88.5,1,1248
2015,465000,0,1,1,63063,5,18.9,82,-1,1197
2018,740000,1,1,0,38817,5,27.39,74,-1,1248
2008,120000,0,2,0,93331,5,19.81,68.05,1,1086
2018,600000,1,1,0,40000,5,21.66,108.62,1,1498
2011,285000,0,1,0,45500,5,16.78,88.73,-1,1496
2013,225000,0,1,0,58343,5,21.79,67.05,-1,998
2018,595000,0,2,0,28000,5,17,108.5,1,1198
2007,200000,1,4,0,152000,9,10.5,120,1,2609
2016,300000,0,1,0,30000,5,25.17,53.3,1,799
2017,800000,1,1,0,70000,7,24.52,88.5,1,1248
2017,800000,1,1,0,60000,5,22.77,98.59,1,1498
2016,930000,1,2,0,47552,5,19.67,126.2,1,1582
2011,320000,1,2,0,130000,5,17.8,68,1,1399
2011,475000,1,1,0,80000,5,22.32,126.32,1,1582
2007,120000,0,2,0,53512,5,19.7,46.3,-1,796
2017,330000,0,1,0,50000,5,23.95,67.05,1,998
2012,420000,1,3,0,110000,5,19.33,138.1,1,1968
2011,229999,0,2,0,500000,5,18.9,67.1,1,998
2017,1800000,1,1,0,45000,5,16.3,170,1,1956
2019,780000,0,1,0,7200,5,21.1,100.5,1,998
2012,220000,1,3,0,70000,5,20.86,75,1,1199
2015,800000,1,1,0,140000,7,15.1,140,1,2179
2018,890000,1,1,0,55000,7,18.49,100,-1,1493
2014,455000,1,1,0,40000,5,28.4,74,1,1248
2015,280000,0,1,0,80000,5,22.74,47.3,1,796
2011,325000,1,3,0,160000,5,20.86,75,1,1199
2019,580000,0,1,0,35000,5,17.5,88.7,1,1199
2019,530000,0,1,0,9500,5,18.16,86.8,1,1196
2014,600000,1,1,0,110000,10,13.58,72.4,1,2499
2015,465000,0,2,0,50000,5,17.43,105.5,1,1396
2017,670000,1,1,0,48000,5,22.54,88.73,1,1396
2014,550000,1,1,0,76000,9,15.96,62.1,1,2523
2009,110000,0,1,0,113000,5,15.3,65.3,1,1193
2015,480000,1,1,0,70000,5,24.4,71,1,1120
2012,409999,1,2,0,100000,8,14,112,1,2498
2016,590000,1,2,0,34000,5,24.4,71,1,1120
2016,550000,0,1,0,56494,5,18.2,88.7,-1,1199
2013,295000,1,1,0,120000,5,23.2,73.94,1,1248
2019,1520000,0,1,0,10000,5,16,160,1,1368
2013,451999,1,1,0,69000,5,21.9,88.76,1,1396
2002,60000,0,4,0,100000,5,17.3,60,1,993
2017,500000,1,1,0,62960,5,25.83,99,-1,1498
2015,580000,1,1,0,52000,5,25.83,99,1,1498
2016,350000,0,1,0,9900,5,23.95,67.05,1,998
2016,750000,1,3,0,86000,5,26,98.6,1,1498
2015,495000,0,1,0,30000,5,18.6,81.83,-1,1197
2017,400000,0,1,0,40000,5,23.84,84,1,1199
2010,170000,0,2,0,90000,5,18.9,67,1,1061
2011,220000,1,2,0,120000,5,23,90,1,1396
2015,585000,1,1,0,50000,7,15.96,62.1,1,2523
2010,200000,1,1,0,110000,5,17,71,1,1405
2013,320000,1,1,0,120000,5,23.2,73.94,1,1248
2019,220000,0,1,0,90000,5,23.01,67,1,999
2008,250000,0,1,0,100000,5,15.2,65,1,1193
2014,180000,0,1,0,62000,5,21.1,55.2,1,814
2010,250000,0,1,0,47000,5,15.3,101,1,1596
2017,550000,0,1,0,30000,5,20.3,84,1,1199
2007,160000,0,3,0,120000,5,17.7,78,1,1497
2012,600000,1,1,0,75000,7,15.96,62.1,1,2523
2017,390000,0,1,0,70000,5,15.37,73,1,1196
2019,950000,1,1,0,15000,6,16.55,105,1,2498
2010,220000,0,1,0,46533,5,18.9,67.1,-1,998
2014,500000,1,1,0,50000,9,13.58,72.4,1,2499
2017,650000,0,1,0,5000,5,18.16,86.8,1,1196
2017,625000,0,1,0,25538,5,16.78,88.73,-1,1496
2016,550000,0,1,0,20000,5,20.4,81.8,1,1197
2005,250000,1,1,0,80000,7,13.6,63,1,2523
2011,1075000,1,1,1,42545,5,19.62,190,-1,1998
2018,800000,0,1,1,25000,5,17.4,81.86,1,1197
2008,370000,1,2,0,120000,8,12.8,102,1,2494
2017,2625000,1,1,1,9000,5,13.6,177,-1,1999
2010,180000,0,1,0,120000,5,20.36,78.9,1,1197
2001,45000,0,2,0,60000,4,16.1,37,1,796
2010,320000,0,3,0,100000,5,16.2,103.2,1,1599
2018,2475000,1,1,1,2000,5,16.8,150,-1,1984
2014,2575000,1,1,1,70000,5,11.74,254.8,1,2987
2005,80000,0,2,0,40000,5,19.7,46.3,1,796
2005,100000,1,3,0,100000,5,13.1,82,1,1493
2009,120000,0,2,0,90000,5,0,62,1,1086
2015,2000000,1,1,0,120000,7,13,142,1,2494
2013,350000,1,3,0,110000,5,22.9,74,1,1248
2016,475000,1,1,0,110000,5,23.2,73.94,1,1248
2015,425000,1,1,0,70000,9,13.58,72.4,1,2499
2019,750000,0,1,0,30000,5,18.6,81.86,1,1197
2015,625000,1,1,0,90000,5,26.21,88.5,1,1248
2017,229999,0,1,0,80000,5,22.7,53,1,799
2017,1750000,0,1,1,73000,5,12,187.4,-1,2354
2013,227999,1,2,0,60000,5,25,69.01,1,1396
2008,100000,1,3,0,120000,5,19.09,69,1,1396
2007,175000,0,1,1,218463,5,12.9,130,1,1799
2013,750000,1,2,0,79328,7,12.99,100.6,-1,2494
2011,800000,1,1,0,60000,7,12.8,102,1,2494
2012,290000,0,2,0,80000,5,16.47,73.9,1,1198
2014,550000,1,1,0,105000,5,21.7,98.96,-1,1498
2014,400000,1,1,0,110000,5,24,70,1,1120
2017,660000,1,2,0,67000,7,18.49,100,1,1493
2018,889000,1,1,0,20000,5,28.09,88.5,1,1248
2015,299000,0,1,0,16500,5,17.57,88.7,1,1193
2018,350000,0,1,0,50000,5,23.84,84,1,1199
2009,150000,0,1,0,110000,5,15,104.68,1,1586
2016,252000,0,1,0,30000,5,22.74,47.3,1,796
2014,250000,0,2,0,50000,5,23.95,67.05,1,998
2020,1500000,0,1,1,40000,8,10.75,163.7,1,2694
2010,200000,0,2,0,70000,5,19.81,68.05,1,1086
2017,745000,0,1,1,10000,5,21.4,83.1,1,1197
2013,200000,0,1,0,70000,5,18.6,79.4,1,1199
2012,750000,1,1,0,120000,8,12.8,102,1,2494
2014,500000,1,2,0,90000,7,15.05,147.9,1,2179
2013,750000,1,2,0,79328,7,12.99,100.6,-1,2494
2011,404000,1,1,0,122358,9,12.05,120,1,2179
2013,800000,1,1,1,117000,7,11.18,184,-1,2696
2016,550000,0,1,0,44000,5,18.16,86.8,1,1196
2019,977000,1,1,0,30000,8,17.3,121,1,1497
2016,800000,1,1,0,36000,5,19.01,108.5,1,1461
2016,1000000,1,1,0,70000,7,24.52,88.5,1,1248
2008,114999,0,2,0,100000,5,19.7,46.3,1,796
2019,395000,0,1,0,10000,5,25.17,53.3,1,799
2010,300000,1,2,0,120000,8,14,95,1,2489
2011,1500000,1,1,1,84925,5,16.07,181,1,1995
2014,570000,1,1,0,48000,5,21.7,98.96,1,1498
2018,749000,1,1,0,30000,5,21.5,108.5,1,1497
2008,45000,0,1,0,70000,5,18,62,1,995
2016,370000,0,2,0,30000,5,18.9,82,1,1197
2012,350000,0,1,0,25000,5,20.36,78.9,1,1197
2018,2900000,1,1,0,46000,7,14.24,174.5,1,2755
2018,400000,0,1,0,60000,5,23.01,67,1,999
2011,150000,0,2,0,40000,5,18,62,1,995
2017,625000,0,1,0,25538,5,16.78,88.73,-1,1496
2011,300000,1,2,0,90000,5,21.1,73.9,1,1248
2017,589000,1,1,0,41232,5,26.59,74,-1,1248
2017,1789999,1,1,0,36000,8,13.68,147.8,-1,2393
2015,300000,0,1,0,45000,5,21.1,55.2,1,814
2015,525000,1,1,0,248000,5,24.8,88.7,1,1396
2019,1227000,0,1,1,5000,5,18,117.6,1,1497
2012,1300000,1,2,1,140000,5,18.88,184,1,1995
2018,500000,0,1,0,60000,5,20.14,81.86,1,1197
2011,400000,1,2,0,120000,7,13.6,63,1,2523
2020,800000,1,1,0,25000,5,21.66,108.62,1,1498
2007,118000,0,2,0,110000,5,19.7,46.3,1,796
2018,1080000,0,1,1,12800,5,17.8,105.5,1,1496
2019,590000,0,1,0,90000,5,20.14,81.86,1,1197
2017,850000,1,1,0,76139,5,23,98.96,1,1498
2007,190000,0,2,0,70000,5,19.81,68.05,1,1086
2015,240000,1,1,0,55000,5,25.44,56.3,1,936
2012,190000,0,1,0,100000,5,21.1,55.2,1,814
2012,320000,0,1,0,55885,5,16.25,75,-1,1198
2013,850000,1,2,0,110000,8,12.99,100,1,2494
2015,1100000,1,1,0,137000,7,12.99,100.6,1,2494
2013,260000,1,1,0,189000,5,21.02,88.76,1,1248
2011,114999,0,1,0,10000,5,19.7,46.3,1,796
2006,160000,0,2,0,70000,5,16.9,100,1,1497
2015,525000,0,2,0,120000,5,17.4,117.3,1,1497
2017,3200000,1,1,1,45000,5,19.33,177,-1,1999
2015,220000,0,1,0,80000,5,18.2,82.4,1,1199
2019,600000,0,1,0,20000,5,18.9,81.86,1,1197
2012,400000,1,1,0,100000,5,21.27,88.76,1,1396
2015,600000,1,1,0,60000,5,26.59,74,1,1248
2014,500000,1,2,0,68000,5,19.01,108.45,1,1461
2017,750000,1,1,0,37000,5,23,98.96,1,1498
2014,1000000,1,3,0,120000,7,15.1,140,1,2179
2015,650000,1,3,0,110000,7,20.77,88.76,1,1248
2016,310000,0,1,0,27500,5,25.17,53.3,1,799
2012,550000,0,1,1,57728,5,14.53,138.1,-1,1794
2014,350000,0,1,0,50000,5,18.5,85.8,1,1197
2008,120000,1,2,0,120000,5,16.8,110,1,1493
2003,70000,1,1,0,20000,5,15.9,57,1,1527
2017,2711000,1,1,1,9000,5,13.6,177,-1,1999
2007,215000,1,2,0,105000,7,13.6,63,1,2523
2019,685000,0,1,1,19000,5,21.4,83.1,1,1197
2016,650000,1,1,1,50000,7,17.45,100,1,1493
2017,650000,1,1,0,80000,5,21.19,88.73,1,1396
2018,2550000,0,1,1,18000,5,15.04,183,-1,1991
2018,1200000,0,1,0,27000,5,15.8,121.3,1,1591
2009,125000,0,2,0,70000,5,19.7,46.3,1,796
2014,374000,0,1,1,54043,5,18.9,81.86,-1,1197
2013,409999,0,2,0,29000,5,15,103.5,1,1598
2010,260000,0,1,0,60000,5,20.36,78.9,1,1197
2011,122000,0,4,0,110000,5,19.7,46.3,1,796
2017,3200000,1,1,1,45000,5,19.33,177,-1,1999
2016,4090000,1,1,1,70000,7,12,224,-1,2987
2013,350000,0,4,0,50000,5,16.47,73.9,1,1198
2015,611000,1,2,0,80000,5,26,98.6,1,1498
2012,500000,1,1,1,110000,7,11.4,153.86,1,2953
2017,800000,1,2,0,100000,7,24.52,88.5,1,1248
2008,100000,1,1,0,120000,5,19.09,69,1,1396
2014,318000,0,1,0,80000,5,20.51,67.06,1,998
2017,450000,1,1,0,56290,5,24,73.97,-1,1186
2015,850000,1,1,0,173000,7,16,140,1,2179
2009,190000,1,2,0,100000,5,17.8,67,1,1399
2013,215000,0,2,0,47000,5,21.1,55.2,1,814
2015,325000,0,1,1,50000,5,19.34,76,1,1198
2019,800000,1,1,0,35700,5,28.4,74.02,-1,1248
2018,2475000,1,1,1,2000,5,16.8,150,-1,1984
2020,260000,1,1,0,50000,5,20.14,88.5,1,1498
2017,509999,1,1,0,142000,7,18.49,100,1,1493
2016,280000,1,1,0,100000,6,25.32,77,1,1198
2011,1075000,1,1,1,42545,5,19.62,190,-1,1998
2017,1680000,1,1,0,157000,7,13.68,147.8,1,2393
2015,620000,1,1,1,40000,7,18.49,100,1,1493
2017,625000,0,1,0,23511,5,18.6,81.83,1,1197
2015,204999,0,2,0,43000,5,20.3,68.05,1,998
2010,120000,0,2,0,40000,5,18.6,79.4,1,1199
2008,275000,0,2,0,52000,5,13.9,103.2,1,1599
2018,730000,1,1,0,90000,5,23.59,67.05,1,1364
2011,165000,0,1,0,70000,5,18,62,1,995
2012,551000,1,1,0,170000,7,13.1,141,1,2499
2013,225000,0,1,0,58343,5,21.79,67.05,-1,998
2016,1151000,1,2,0,69500,8,12.99,100.6,1,2494
2013,500000,0,1,1,60000,5,13.7,157.75,1,1798
2011,220000,0,4,0,220000,5,17,80,1,1197
2011,350000,0,2,0,25000,5,16.95,97.7,1,1498
2018,900000,1,1,0,40000,5,23,98.96,1,1498
2019,1050000,1,1,0,26000,5,23,98.96,-1,1498
2015,229999,1,2,0,120000,5,19.1,70,1,1405
2016,320000,0,1,0,90000,5,18.5,85.8,1,1197
2005,65000,0,1,0,35000,5,18.9,67.1,1,998
2016,750000,1,1,0,40000,5,21.19,88.73,1,1396
2017,670000,1,1,0,80000,5,22.54,88.73,1,1396
2012,420000,1,2,0,120000,5,19.3,73.9,1,1248
2011,280000,1,2,0,100000,5,23,90,1,1396
2011,75000,1,3,0,140500,5,17.88,52.8,1,1396
2014,275000,1,1,0,195000,7,18.2,73.8,1,1248
2018,910000,1,1,0,20000,5,17,80.8,-1,2596
2017,450000,1,1,0,56290,5,24,73.97,-1,1186
2008,270000,1,2,0,149000,5,19.3,73.9,1,1248
2014,750000,1,2,0,70000,7,15.1,140,1,2179
2010,180000,1,1,0,120000,5,17,71,1,1405
2016,1525000,1,2,1,42163,7,11.36,171.5,-1,2755
2011,750000,1,2,0,168000,7,12.8,102,1,2494
2019,395000,0,1,0,5000,7,15.37,73,1,1196
2009,135000,0,2,0,150000,5,18.9,67,1,1061
2015,600000,1,2,0,80000,5,23.9,126.2,1,1582
2008,140000,1,3,0,150000,5,19.4,70,1,1422
2013,310000,1,1,0,100000,5,25.8,98.6,1,1498
2009,101000,0,4,0,90000,8,19.7,35,1,796
2011,275000,1,2,0,120000,5,17.8,68,1,1399
2019,4500000,1,1,1,21000,7,12.83,148.31,-1,1999
2011,200000,1,2,0,70000,5,23.57,70,1,1396
2005,85000,0,4,0,80000,5,19.7,46.3,1,796
2015,715000,1,1,0,50000,5,22.54,88.73,1,1396
2013,450000,1,1,0,24019,5,22.9,74,1,1248
2010,110000,0,2,0,80000,5,0,62.1,1,1086
2018,2475000,1,1,1,2000,5,16.8,150,-1,1984
2014,300000,0,1,0,65000,5,20.36,78.9,1,1197
2010,210000,0,1,0,44500,5,16.47,74,-1,1198
2014,580000,1,1,0,97000,5,26,98.6,1,1498
2011,1190000,0,2,1,80000,5,10.93,204,1,2497
2017,340000,0,1,0,30000,5,21.1,55.2,1,814
2013,225000,0,1,0,58343,5,21.79,67.05,-1,998
2006,155000,0,2,0,70000,4,16.1,37,1,796
2016,330000,0,1,0,60000,5,15.37,73,1,1196
2013,470000,1,3,0,120000,5,22.9,74,1,1248
2012,450000,0,1,0,30000,5,17.5,85.8,1,1197
2014,500000,0,1,0,33400,5,17.43,105.5,1,1396
2015,350000,1,2,0,110000,5,25.83,99,1,1498
2017,300000,0,1,0,35000,5,23.01,67,1,999
2019,5400000,1,1,1,7500,5,16.78,190,-1,1995
2013,950000,1,2,0,80000,5,19.33,138.1,1,1968
2013,700000,1,1,0,70000,7,12.99,100.57,1,2494
2008,195000,0,2,0,110000,5,20.36,78.9,1,1197
2014,540000,1,1,0,110000,8,14,75,1,2523
2003,65000,0,1,0,114000,5,19.7,46.3,1,796
2011,204999,1,2,0,70000,5,20,68,1,1399
2015,484999,0,1,0,55380,5,18.9,82,-1,1197
2011,225000,0,1,0,15000,5,15.6,70,1,1196
2019,800000,0,1,0,5000,5,17.19,81.86,1,1197
2014,220000,1,1,0,50000,5,25.44,56.3,1,936
2014,525000,1,2,0,80000,5,22.32,126.32,1,1582
2014,459999,1,2,0,90000,5,24,70,1,1120
2019,675000,0,1,0,10000,5,21.21,81.8,1,1197
2015,515000,1,1,0,60000,7,15.96,62.1,1,2523
2010,120000,0,2,0,70000,4,16.1,37,1,796
2009,290000,0,2,0,120000,5,16.8,116.3,1,1497
2013,295000,0,3,0,60000,5,16.51,103.2,1,1586
2009,310000,1,1,0,110000,7,13.6,63,1,2523
2008,195000,1,3,0,90000,5,17.8,75,1,1248
2016,392000,0,1,0,38000,5,15.37,73,1,1196
2008,110000,0,2,0,80000,5,19.7,46.3,1,796
2018,1500000,1,1,0,60000,7,15.1,152.87,1,2179
2013,600000,1,2,0,50000,7,20.77,88.8,1,1248
2016,520000,1,2,0,50000,5,25.2,74,1,1248
2010,350000,1,4,0,110000,5,17.8,75,1,1248
2012,450000,1,3,0,97000,5,22.9,74,1,1248
2015,503000,1,1,0,110000,7,14.1,147.94,1,2179
2017,300000,0,1,0,35000,5,23.01,67,1,999
2012,459999,1,1,0,87000,7,20.77,88.76,1,1248
2014,484999,1,1,0,70100,5,22.54,88.73,-1,1396
2015,475000,1,1,0,60000,5,25.2,74,1,1248
2016,2500000,0,2,1,30000,5,15.71,189,1,1998
2011,525000,1,1,0,96000,8,12.05,120,1,2179
2013,165000,0,2,0,45000,5,21.1,55.2,1,814
2012,45000,0,2,0,28000,4,25.4,37.5,1,624
2015,610000,1,1,0,60000,5,26.59,74,1,1248
2008,185000,0,4,0,110000,5,19.81,68.05,1,1086
2011,175000,0,1,0,11000,5,23.95,67.05,-1,998
2011,735000,1,2,0,200000,7,12.8,102,1,2494
2016,550000,0,1,0,56494,5,18.2,88.7,-1,1199
2017,625000,0,1,0,25538,5,16.78,88.73,-1,1496
2011,1600000,1,1,1,74000,5,10,170,-1,2148
2015,750000,1,1,0,74000,5,19.67,126.2,1,1582
2016,700000,1,1,0,103000,7,16.5,70,1,1493
2018,925000,1,1,0,23712,5,28.09,88.5,-1,1248
2018,900000,1,1,0,60000,7,15.4,75,1,2523
2019,1250000,1,1,0,15000,7,17.6,147.94,1,2179
2015,390000,0,2,1,50000,5,20.51,67,1,998
2016,650000,0,1,0,29000,5,18.6,81.83,1,1197
2011,1000000,1,1,1,50000,5,17.05,184,1,1995
2016,400000,1,1,0,100000,5,22.95,74,1,1248
2015,730000,1,1,0,70000,5,26.21,88.5,1,1248
2007,130000,0,2,0,90000,5,19.7,46.3,1,796
2010,190000,0,1,0,80000,5,19.7,46.3,1,796
2015,400000,0,1,0,60000,5,23.1,67.04,1,998
2017,600000,0,3,0,25000,5,18.16,86.8,1,1196
2006,150000,0,2,0,100000,5,19.7,46.3,1,796
2012,450000,1,1,0,370000,9,12.05,120,1,2179
2006,120000,0,3,0,70000,5,19.7,46.3,1,796
2019,600000,0,1,1,7500,5,21.21,81.8,1,1197
2017,382000,0,1,0,40000,5,23.95,67.1,1,998
2012,290000,1,2,0,100000,5,21.9,90,1,1396
2017,455000,0,1,0,34152,5,18.9,81.86,-1,1197
2014,425000,1,2,0,63000,7,18.06,63,1,2523
2007,150000,0,3,0,80000,5,19.7,46.3,1,796
2017,1445000,1,1,1,60000,7,17.6,153.86,1,2179
2015,530000,1,2,0,79000,5,25.83,99,1,1498
2012,320000,1,4,0,103994,5,20,68,1,1399
2015,600000,0,1,0,100000,5,18.6,81.83,1,1197
2016,1516000,1,1,1,120000,7,11.36,171.5,1,2755
2015,720000,1,1,0,80000,9,15.4,75,1,2523
2018,745000,1,1,0,48000,5,24.3,88.5,-1,1248
2017,1350000,1,1,0,25000,7,16,140,1,2179
2016,240000,0,2,0,35000,5,22.74,47.3,1,796
2015,550000,1,1,0,30000,7,15.96,62.1,1,2523
2011,181000,0,1,0,70000,5,15.64,64.1,1,1193
2017,650000,1,1,0,44000,5,23.65,88.5,-1,1248
2018,740000,0,1,1,9000,5,21.4,83.1,1,1197
2018,580000,0,1,0,32000,5,18.9,81.86,1,1197
2015,1500000,1,2,1,80000,7,12.55,168.5,1,2982
